Hello World
utter : 132
bedroom : 132
much : 396
calves : 132
and : 8844
stoppages : 132
near : 264
delicate : 132
tooth : 132
often : 132
colliers : 660
hay : 132
against : 528
column : 132
talks : 132
ten-pound : 132
disclosed : 132
wall : 264
large : 396
straight : 132
hope : 132
room : 396
pound : 132
shan't : 132
morel : 924
set : 132
tried : 132
remarks : 132
through : 396
lad : 132
mocking : 132
completely : 132
half-patronising : 132
coppices : 132
men : 792
all : 1452
earnings : 132
holliday : 132
disappoint : 132
five : 132
lay : 132
at : 2244
as : 528
finished : 132
still : 132
blackberries : 132
shadows : 132
scoured : 132
moved : 132
never : 132
intimacy : 132
great : 264
which : 264
see : 132
ran : 132
anyone : 132
an : 528
there : 792
peace : 132
inside : 132
off : 528
boy : 924
why : 132
peculiar : 132
calico : 132
they : 1188
william : 396
fell : 132
you've : 132
no : 132
childt's : 132
unconsciously : 132
peered : 132
of : 5280
help : 132
given : 132
among : 264
on : 2376
says : 396
her : 1188
fire-flames : 132
wonderful : 132
morel's : 396
fetch : 264
heart : 132
convalescence : 264
or : 528
bag : 396
pointed : 132
son : 396
bad : 132
park--spinney : 132
secretly : 132
thinking : 132
them : 132
trooped : 132
then : 1452
will : 132
bodies : 132
small : 264
different : 132
region : 132
home : 528
glossy : 132
moment : 264
joy : 396
eleven : 132
most : 264
across : 264
dragged : 132
looking : 264
rather : 660
closed : 132
mansfield : 132
crowded : 132
water : 132
stepped : 264
pounds-isn't : 132
green : 132
enormous : 132
stern : 132
waited : 264
landlady : 132
don't : 264
my : 528
walls : 132
nose : 132
standing : 132
miners : 264
you're : 264
count : 132
faintest : 132
last : 264
second : 132
sometimes : 132
being : 132
entered : 132
spinney : 132
him : 528
where : 132
every : 132
hunted : 132
subtle : 132
wages : 132
almost : 132
more : 396
gentle : 132
his : 3960
scorched : 264
family : 132
someone : 132
when : 924
train : 132
grounds : 132
darkness : 132
torture : 132
trailing : 132
paved : 132
liked : 132
here : 396
finger : 132
blackberry : 132
winter : 132
paul : 2640
mother : 528
apple : 132
whole : 132
paul--had : 132
called : 132
thin : 132
gently : 132
this : 132
dashing : 132
tiny : 264
mining : 132
resenting : 132
horses : 132
feeding : 132
from : 924
security : 132
suffered : 396
father : 528
was : 5016
while : 132
if : 528
pecking : 132
seemed : 396
muffled : 132
is : 660
exceedingly : 132
those : 132
it : 1320
important : 396
peeped : 132
silver : 132
your : 264
into : 660
loved : 396
in : 5280
pass : 132
away : 132
two : 528
felt : 264
looked : 528
blue : 264
naked : 132
convulsions : 132
night : 132
themselves : 132
also : 264
shout : 132
bench : 132
knew : 528
yellow : 132
its : 264
villages : 132
ready : 132
turning : 132
forward : 264
seat : 132
drink : 132
baking : 132
along : 132
turn : 132
going : 132
how : 264
under : 132
soul : 132
became : 132
always : 528
sunday : 132
coming : 132
hot : 264
own : 396
we : 132
silent : 132
braithwaite : 396
pay-room : 132
give : 132
i've : 132
pounds : 132
next : 264
undecidedly : 132
brought : 132
gravel : 132
spring : 132
damned : 132
tenderly : 132
fierce : 264
best : 132
gold : 264
crawling : 132
throats : 132
pronounced : 132
winterbottom : 264
park : 264
arriving : 132
later : 132
come : 528
seen : 132
up : 924
repeated : 132
peering : 132
picked : 132
either : 132
presence : 132
fished : 132
five-pound : 132
half-past : 132
keen : 132
down : 924
public-house : 132
keep : 132
to : 6468
half : 264
round : 396
good : 264
loose : 132
dividing : 132
must : 264
after : 264
takes : 132
bower : 132
curious : 132
lemonade : 132
dark : 132
burned : 132
shared : 132
fruit : 132
trodden : 132
so : 1188
behind : 264
white : 396
gleaning : 132
battled : 132
that : 792
counting : 132
sound : 132
comparative : 132
than : 396
whom : 132
thumb : 132
got : 792
early : 264
walking : 264
about : 264
wharmby's : 132
children : 660
hearthrug : 132
troop : 132
hand : 132
loitered : 264
companion : 132
replied : 132
too : 132
top : 132
girls : 132
bred : 132
shareholder : 132
counter : 396
you : 1452
cry : 132
trooping : 132
anything : 132
school : 132
beaten : 132
grow : 132
somewhat : 132
our : 132
cashier : 396
very : 264
out : 528
forth : 132
suffering : 132
for : 1452
everything : 132
house : 132
people : 132
went : 1584
piped : 264
open : 132
ringing : 264
silently : 132
are : 132
can't : 132
week-end : 132
tortures : 132
slid : 264
insisted : 132
others : 132
grass : 264
jealous : 264
art : 132
waving : 132
again : 132
atmosphere : 132
did : 264
wasn't : 132
like : 396
without : 132
banged : 132
shall : 132
huge : 264
not : 1848
many : 264
grown : 132
sat : 264
tired : 132
trees : 132
divided : 132
some : 660
crouched : 264
suddenly : 132
stream : 132
magisterial : 132
put : 396
rarely : 132
valley : 132
plumped : 132
according : 132
paid : 132
latter : 132
upset : 132
money : 396
rent : 132
mind : 132
algibbra : 132
want : 528
end : 132
launched : 132
just : 132
silk : 132
slowly : 132
edge : 132
corner : 132
walked : 132
profound : 132
whilst : 396
gangs : 132
bald : 132
figures : 132
should : 264
shouting : 132
annie : 132
recognise : 132
pigeons : 132
but : 1584
old : 132
foot : 132
buy : 132
invoice : 132
little : 792
used : 264
red-brick : 132
been : 264
shrubs : 132
tools : 132
were : 2376
contributing : 132
niver : 132
puts : 132
died : 132
woman : 396
there's : 264
drew : 132
chief : 264
money--in : 132
tongue : 132
whirled : 132
exclaim : 132
cheek : 132
himself : 132
window : 132
fingers : 132
hunting : 132
even : 132
perhaps : 132
ter : 132
knits : 132
stop : 132
other : 132
voice : 396
passionate : 132
have : 528
one : 264
pretty : 132
because : 132
order : 132
full : 132
offices : 132
rule : 132
finding : 132
fine : 132
with : 1452
folk : 132
glanced : 132
came : 1056
the : 23100
teach : 132
woods : 132
women : 264
troughs : 132
beside : 132
haut : 132
misk : 132
quite : 528
lads : 132
pushed : 396
summer : 132
their : 924
File name: input/input_24.txt
total : 132
said : 2112
gothic : 132
chance : 132
murmured : 264
continued : 132
over : 396
joined : 132
levels : 132
she : 5412
something : 132
deep : 132
black : 132
arthur : 264
these : 132
intelligence : 132
asked : 264
else : 264
tins : 132
told : 132
answer : 132
he : 10692
sleep : 132
stupidity : 132
confess : 132
further : 132
breast : 132
he's : 132
washed : 132
somebody : 132
lines : 132
each : 132
immense : 396
go : 528
queer : 132
knowledge : 132
drove : 396
made : 132
repeating : 132
shamed : 132
bathing : 132
slightly : 132
hiss : 132
could : 792
grew : 132
flashes : 132
insufferably : 132
miscalculated : 132
do : 528
contrived : 132
evening : 396
prevented : 132
man : 132
look : 132
stood : 396
sand : 132
may : 132
beat : 132
sunk : 132
sang : 132
sandhills : 132
a : 6336
ingelow : 132
dyke : 132
suffer : 132
coons : 132
morning : 132
canal : 132
talked : 132
i : 1188
sit : 264
red : 132
what : 660
minton : 132
breakers : 132
theirselves : 132
yet : 396
physical : 132
took : 132
you'd : 264
stupid : 132
abroad : 132
norman : 132
aware : 132
by : 528
same : 132
long : 264
has : 132
pretended : 132
who : 264
close : 132
forest'--and : 132
would : 792
any : 132
everybody : 528
light : 132
had : 1452
be : 660
depths : 132
think : 132
get : 792
far : 528
burst : 132
much : 528
country : 132
and : 9768
holiday : 132
sea-meadow : 132
better : 132
against : 396
make : 396
walk : 264
religious : 132
straight : 132
thing : 132
raw : 264
does : 132
ignored : 132
morel : 1056
convulsed : 132
through : 264
husband : 132
threepence : 132
ache : 132
ecstasy : 132
cottage : 396
touched : 132
universal : 132
all : 792
priggishly : 132
talk : 132
leapt : 132
lay : 132
backwards : 132
at : 3168
man's : 132
as : 1716
finished : 132
still : 132
equal : 132
game : 132
win : 132
reaches : 132
neither : 132
moved : 132
intimacy : 132
never : 264
plunged : 132
which : 264
great : 528
see : 528
ran : 396
stand : 132
there : 1320
an : 396
box : 132
they : 3036
nobody : 264
scorn : 132
abused : 132
lower : 132
somehow : 264
scotch : 132
no : 528
poetry : 132
eternality : 132
stretching : 132
of : 6468
help : 264
village : 132
rang : 132
youngest : 132
on : 1980
only : 528
her : 2508
that's : 132
itself : 132
morel's : 132
ring : 264
wild : 528
heart : 132
patched : 132
or : 660
job : 132
son : 132
rose : 132
suppose : 264
them : 264
then : 264
silence : 132
will : 132
foam : 132
gap : 132
plant : 132
shore : 132
home : 396
getting : 264
raised : 132
joy : 264
perpendicular : 264
condescended : 132
thought : 792
plank : 132
sermon : 132
road : 132
across : 264
looking : 264
clear : 132
heard : 132
endless : 132
rather : 264
me : 132
listen : 132
aren't : 132
clanging : 132
crowded : 132
kept : 132
far-reaching : 132
thankful : 132
green : 132
enormous : 132
don't : 264
it's : 132
master : 132
per : 132
persistent : 132
despised : 132
warning : 132
jean : 132
faintest : 132
last : 264
being : 132
entered : 132
actually : 132
him : 1056
where : 132
eight : 132
love : 132
almost : 264
level : 132
more : 132
sky : 132
his : 4752
muscles : 132
family : 132
when : 1848
perfectly : 132
flowers : 132
darkness : 264
torture : 132
isn't : 132
such : 264
flat : 132
doubt : 132
meant : 264
paul : 1980
mother : 1188
whole : 264
called : 132
proprietously--and : 132
bridge : 132
this : 396
writhed : 132
moon : 264
lost : 132
chest : 132
ease : 264
way : 264
writing : 132
gumption : 132
listened : 132
from : 1056
believe : 132
suffered : 132
father : 264
was : 6600
real : 264
preached : 132
jealously : 132
if : 924
seemed : 528
read : 396
arms : 132
shillings : 264
stuck : 132
poem : 132
lest : 132
between : 396
is : 792
audience : 132
it : 2772
obliterating : 132
brook : 132
dive : 132
play : 132
into : 792
brood : 132
growing : 132
loved : 660
know : 528
in : 4488
rim : 132
human : 132
away : 132
two : 264
suppressed : 132
electrical : 132
looked : 132
night : 132
remained : 132
themselves : 132
also : 132
nottingham : 132
found : 132
presiding : 132
triviality : 132
rung : 132
knew : 264
yellow : 132
showed : 132
plodded : 132
staring : 264
forward : 132
drink : 132
sentimentality : 132
along : 528
alone : 132
piece : 132
going : 132
coon : 132
how : 264
waiting : 264
blood : 264
became : 132
kitchen : 132
always : 660
cocked : 132
thirty : 132
descended : 132
afraid : 264
simply : 132
supper : 132
conscious : 132
coming : 132
leaping : 132
own : 264
low : 132
excitement : 264
common : 132
give : 132
stayed : 132
bells : 396
wandering : 132
laundry : 132
figure : 132
absorbed : 264
written : 132
earned : 132
best : 264
crisis : 132
notice : 264
drowned : 132
lover's : 132
afraid--deeply : 132
sensitive : 132
come : 264
winced : 132
back : 132
us : 132
front : 132
lamp-lit : 132
suggested : 132
up : 660
familiar : 132
talking : 132
either : 132
fact : 132
feeling : 396
down : 528
discovered : 132
respect : 132
week : 264
to : 7920
supposed : 132
half : 132
good : 264
scrambled : 132
bowed : 264
must : 264
grasshopper : 132
friends : 132
curious : 132
rabbiting : 132
care : 132
dark : 264
skating-rink--quite : 132
fields : 132
orange : 132
scored : 132
so : 1848
behind : 264
white : 132
listening : 264
miriam : 1716
angel : 132
bell : 264
that : 1980
rejoicing : 132
sound : 132
debated : 132
than : 132
got : 924
roads : 132
can : 132
crush : 132
land : 264
about : 396
contested : 132
lane : 132
interrupted : 132
replied : 132
bride : 132
too : 132
sounds : 132
endlessly : 264
feel : 132
consent : 132
chin : 132
you : 1188
soon : 132
wearied : 132
canna : 132
expecting : 132
months : 132
furnished : 132
anything : 132
seven : 132
grain : 132
enderby : 132
high : 264
wearies : 132
very : 792
out : 132
for : 1980
sad : 132
expanse : 132
everything : 264
shrank : 132
house : 528
towards : 132
tin : 132
people : 132
whether : 132
went : 792
whisper : 132
are : 264
accepted : 132
shouldn't : 132
can't : 396
watching : 132
drive : 132
tortures : 132
picturing : 132
blame : 132
insisted : 132
gazed : 132
others : 264
grass : 132
singing : 132
concentrated : 132
again : 264
did : 1452
wasn't : 264
like : 792
shall : 264
ruddy : 132
many : 132
not : 1716
nor : 264
start : 132
now : 528
sat : 792
fen-meadow : 132
wished : 132
say : 132
jolly : 132
saw : 396
ask : 132
cried : 528
some : 660
cross : 132
might : 132
suddenly : 132
put : 264
backward : 132
impotent : 132
mentioned : 132
line : 132
wanted : 264
watched : 264
firsby : 132
believed : 264
reminded : 132
hot-headed : 132
despise : 132
want : 264
ahead--he : 132
covered : 132
everything--was : 132
just : 132
walked : 264
heaven : 132
excited : 132
should : 660
really : 132
leonard : 132
fearfully : 132
arches : 132
stones : 132
annie : 1188
pots : 132
old : 264
but : 2244
hated : 396
mother's : 132
wish : 132
little : 264
used : 264
been : 396
cared : 132
mass : 132
hear : 132
were : 1056
bold : 132
please : 132
turned : 264
woman : 396
saturday : 132
head : 264
pleased : 132
work : 132
fatuity : 132
wounds : 132
contradiction : 132
tune : 264
wants : 132
himself : 660
knows : 132
window : 132
spoilt : 132
dogged : 132
do--but : 132
coiled : 132
ducked : 132
even : 792
friend : 132
ever : 132
other : 264
warm : 132
passionate : 132
have : 660
direction : 132
one : 1056
state : 264
sandy : 132
seaside : 132
flame : 132
because : 396
fond : 132
sofa : 132
girl : 132
scarcely : 264
wash : 132
making : 132
shrinking : 132
they're : 132
weren't : 132
with : 2772
sixteen : 132
lip : 132
sweeping : 132
naturally : 132
came : 528
the : 16104
shock : 132
noise : 264
beside : 264
quite : 264
book : 132
instead : 264
their : 528
first : 132
botticelli : 132
File name: input/input_00.txt
auction : 132
said : 1980
he'd : 132
bright : 132
bacon : 132
peppering : 132
continued : 264
until : 132
answered : 132
hose : 132
over : 924
time : 528
chewed : 132
dripping : 132
abashed : 132
sympathy : 132
she : 4092
flannel : 132
bought : 132
else : 132
wiped : 132
cleaned : 132
he : 9504
sleep : 132
assertive : 132
he's : 132
butter : 132
somebody : 132
herself : 132
sick : 264
eat : 132
big : 528
introduction : 132
go : 396
moral : 132
greenhill : 132
before : 660
made : 528
six : 264
realised : 132
sufficiently : 132
leave : 132
could : 396
usually : 132
grew : 264
grey : 264
left : 528
do : 264
wet : 264
evening : 132
man : 264
streaming : 132
stood : 528
safe : 132
may : 132
stir : 132
a : 7656
stool : 132
o'clock : 132
hour : 132
morning : 264
overhung : 132
till : 264
peevishly : 132
sank : 132
fire : 132
i : 660
sit : 264
yer : 132
red : 132
days : 132
sip : 132
what : 264
smashed : 132
nothing : 132
hastened : 132
disagreeable : 132
yet : 132
guts : 132
least : 132
tool : 132
took : 660
spite : 264
by : 396
has : 132
sleeves : 132
who : 396
slight : 132
would : 792
mixing : 132
any : 132
adjoining : 132
light : 132
bang : 396
had : 1980
be : 132
get : 132
fat : 264
resist : 132
preferred : 396
much : 132
and : 8580
starve : 132
bundles : 132
i'd : 132
colliers : 264
often : 264
against : 132
stalk : 132
kirk : 528
day : 132
i'm : 264
make : 528
walk : 132
wall : 132
straight : 264
thing : 132
hacked : 132
cooks : 132
set : 264
morel : 2112
shrill : 132
tried : 132
through : 132
poking : 132
lights : 132
stockings : 396
hands : 132
coal : 132
scullery : 132
men : 528
coal-place : 132
all : 924
appeared : 264
sides : 132
reached : 132
stile : 132
lay : 528
at : 3564
as : 2112
finished : 264
still : 264
walter : 132
main : 132
bullying : 132
never : 396
which : 924
wooden : 132
great : 264
ran : 264
see : 132
stand : 132
take : 132
an : 792
there : 792
off : 396
bottoms : 264
blows : 132
brown : 132
boy : 132
thoroughly : 132
cup : 528
calico : 132
they : 132
william : 132
fell : 132
no : 396
door : 132
rock : 132
carried : 132
disgusted : 132
of : 6996
bread : 264
empty : 132
on : 3036
only : 132
her : 3036
tramp : 132
knife : 132
morel's : 132
fetch : 132
apple-charlotte : 132
cream-coloured : 132
or : 660
done : 132
bad : 132
rose : 132
thinking : 132
them : 132
then : 1584
scene : 132
small : 132
thee : 396
home : 132
day's : 132
plenty : 132
thought : 132
road : 264
occurred : 132
across : 396
dragged : 132
looking : 132
short : 264
heard : 396
handed : 132
yard-ends : 132
master'll : 132
closed : 132
me : 132
winsome : 132
water : 264
held : 132
dozen : 132
green : 132
don't : 528
it's : 132
my : 132
hollow : 132
concluded : 132
cut : 396
peg : 132
